,time,open,high,low,close,tick_volume,spread,real_volume
336,2021-10-22 12:51:00,1.16377,1.16383,1.16376,1.1638,50,0,0
337,2021-10-22 12:52:00,1.1638,1.16388,1.1638,1.16388,29,0,0
338,2021-10-22 12:53:00,1.16388,1.16393,1.1638,1.16392,35,0,0
339,2021-10-22 12:54:00,1.16391,1.16392,1.1638,1.16382,37,0,0
340,2021-10-22 12:55:00,1.16385,1.16393,1.16385,1.16387,47,0,0
341,2021-10-22 12:56:00,1.16387,1.1639599999999999,1.16387,1.16393,33,0,0
342,2021-10-22 12:57:00,1.16392,1.16415,1.16392,1.16415,89,0,0
343,2021-10-22 12:58:00,1.16415,1.16428,1.16413,1.16427,66,0,0
344,2021-10-22 12:59:00,1.16426,1.16428,1.16413,1.16422,56,0,0
345,2021-10-22 13:00:00,1.1642299999999999,1.1643,1.1642000000000001,1.16429,34,0,0
346,2021-10-22 13:01:00,1.16433,1.16435,1.16417,1.16418,46,0,0
347,2021-10-22 13:02:00,1.16417,1.16419,1.16408,1.16418,46,0,0
348,2021-10-22 13:03:00,1.16419,1.16421,1.1641,1.16418,40,0,0
349,2021-10-22 13:04:00,1.16417,1.16418,1.16414,1.16417,35,0,0
350,2021-10-22 13:05:00,1.16417,1.1642000000000001,1.1641,1.16416,35,0,0
351,2021-10-22 13:06:00,1.16416,1.16422,1.16414,1.16414,31,0,0
352,2021-10-22 13:07:00,1.16414,1.16421,1.16411,1.16413,22,0,0
353,2021-10-22 13:08:00,1.16412,1.16419,1.16409,1.16417,30,0,0
354,2021-10-22 13:09:00,1.16417,1.16417,1.16409,1.16409,31,0,0
355,2021-10-22 13:10:00,1.16408,1.16411,1.16406,1.16408,39,0,0
356,2021-10-22 13:11:00,1.16409,1.16419,1.16404,1.16417,46,0,0
357,2021-10-22 13:12:00,1.16417,1.16419,1.1641,1.16415,34,0,0
358,2021-10-22 13:13:00,1.16417,1.16422,1.16415,1.16415,32,0,0
359,2021-10-22 13:14:00,1.16416,1.16418,1.16407,1.16418,56,0,0
360,2021-10-22 13:15:00,1.16418,1.1642000000000001,1.16413,1.1642000000000001,41,0,0
361,2021-10-22 13:16:00,1.1642000000000001,1.16422,1.16415,1.16421,37,0,0
362,2021-10-22 13:17:00,1.1642000000000001,1.16422,1.16414,1.16416,48,0,0
363,2021-10-22 13:18:00,1.16416,1.16416,1.1641,1.16416,33,0,0
